origin,variant,rule_type
니미씨발놈,니미씨 발놈,특수문자 삽입
니미씨발놈,니니미씨발놈,반복
니미씨발놈,니미씨발발놈,반복
ㄴㅁㅆㅂㄴ,ᄂᄆᄊ*ᄇᄂ,특수문자 삽입
ㄴㅁㅆㅂㄴ,ᄂᄆᄊᄇᄇᄇᄂ,반복
니미씨발놈,니_미씨발놈,특수문자 삽입
ㄴㅂㅇ,ᄂᄇ*ᄋ,특수문자 삽입
니불알,니불알,특수문자 삽입
니불알,*니불알,특수문자 삽입
니불알,니불알.,특수문자 삽입
니불알,니불~알,특수문자 삽입
ㄴㅂㅇ,ᄂᄇ@ᄋ,특수문자 삽입
니불알,니^불알,특수문자 삽입
니불알,%니불알,특수문자 삽입
니불알,니불_알,특수문자 삽입
니불알,니불알@,특수문자 삽입
니불알,니불알^,특수문자 삽입
ㄴㅂㅇ,*ᄂᄇᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂᄇ^ᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂᄇᄋ%,특수문자 삽입
ㄴㅂㅇ,뉴ᄋ,자판오타
ㄴㅂㅇ,ᄂᄇ○,동형문자 변형
ㄴㅂㅇ,ᄂ*ᄇᄋ,특수문자 삽입
니불알,니불알_,특수문자 삽입
ㄴㅂㅇ,^ᄂᄇᄋ,특수문자 삽입
니불알,니*불알,특수문자 삽입
ㄴㅂㅇ,ᄂ%ᄇᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂᄌᄋ,자판오타
ㄴㅂㅇ,ᄂᄇᄇᄇᄋ,반복
ㄴㅂㅇ,ᄂ~ᄇᄋ,특수문자 삽입
니불알,니불%알,특수문자 삽입
ㄴㅂㅇ,ᄂᄇᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂᄇᄋ*,특수문자 삽입
ㄴㅂㅇ,ᄂᄇ.ᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂ#ᄇᄋ,특수문자 삽입
ㄴㅂㅇ,ᄂ_ᄇᄋ,특수문자 삽입
ㄴㅂㅇ,_ᄂᄇᄋ,특수문자 삽입
니불알,니-불알,특수문자 삽입
니불알,니불^알,특수문자 삽입
ㄴㅂㅇ,ᄂᄇ ᄋ,특수문자 삽입
니불알,니불불알,반복
니불알,니#불알,특수문자 삽입
니불알,ᄂᄇᄋ,초성화
니불알,니불알알알알,반복
ㄴㅂㅇ,~ᄂᄇᄋ,특수문자 삽입
니불알,니니니불알,반복
니불알,-니불알,특수문자 삽입
ㄴㅂㅇ,ᄂᄇᄋᄋ,반복
니불알,니~불알,특수문자 삽입
니불알,니불#알,특수문자 삽입
ㄴㅂㅇ,ᄂᄇᄋ.,특수문자 삽입
니불알,니니불알,반복
ㄴㅂㅇ,ᄂᄇ◯,동형문자 변형
ㄴㅇㅁ,ᄂᄋ.ᄆ,특수문자 삽입
니애미,니@애미,특수문자 삽입
니애미,니애^미,특수문자 삽입
ㄴㅇㅁ,ᄂᄋᄆ%,특수문자 삽입
ㄴㅇㅁ,ᄂᄋᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂᄋ#ᄆ,특수문자 삽입
니애미,*니애미,특수문자 삽입
ㄴㅇㅁ,ᄂᄋ_ᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂᄋ ᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂ.ᄋᄆ,특수문자 삽입
니애미,~니애미,특수문자 삽입
ㄴㅇㅁ,ᄂ○ᄆ,동형문자 변형
니애미,ᄂᄋᄆ,초성화
ㄴㅇㅁ,ᄂᄋᄆᄆ,반복
ㄴㅇㅁ,ᄂᄋ*ᄆ,특수문자 삽입
니애미,니#애미,특수문자 삽입
ㄴㅇㅁ,ᄂ#ᄋᄆ,특수문자 삽입
니애미,니애#미,특수문자 삽입
니애미,니애미미,반복
니애미,니애미-,특수문자 삽입
ㄴㅇㅁ,ᄂ-ᄋᄆ,특수문자 삽입
니애미,.니애미,특수문자 삽입
ㄴㅇㅁ,ᄂᄋᄂ,자판오타
ㄴㅇㅁ,ᄂ ᄋᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂᄋ^ᄆ,특수문자 삽입
니애미,니*애미,특수문자 삽입
니애미,-니애미,특수문자 삽입
니애미,니애미@,특수문자 삽입
니애미,니니니애미,반복
ㄴㅇㅁ,ᄂᄋᄋᄆ,반복
니애미,니애%미,특수문자 삽입
니애미,_니애미,특수문자 삽입
니애미,니애미^,특수문자 삽입
ㄴㅇㅁ,@ᄂᄋᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂᄋᄆ@,특수문자 삽입
ㄴㅇㅁ,-ᄂᄋᄆ,특수문자 삽입
ㄴㅇㅁ,#ᄂᄋᄆ,특수문자 삽입
니애미,니애애미,반복
니애미,니애*미,특수문자 삽입
ㄴㅇㅁ,ᄂᄋ-ᄆ,특수문자 삽입
ㄴㅇㅁ,ᄂᄋᄆᄆᄆ,반복
ㄴㅇㅁ,ᄂᄋᄆᄆᄆᄆ,반복
니애미,니 애미,특수문자 삽입
니애미,#니애미,특수문자 삽입
니애미,니애_미,특수문자 삽입
ㄴㅇㅁ,ᄂ_ᄋᄆ,특수문자 삽입
니애미,니애@미,특수문자 삽입
니애미,니니애미,반복
ㄴㅇㅁ,_ᄂᄋᄆ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇᄇᄇ,반복
ㄴㅇㅂ,ᄂᄋᄇᄇ,반복
ㄴㅇㅂ,ᄂᄋ*ᄇ,특수문자 삽입
니애비,_니애비,특수문자 삽입
ㄴㅇㅂ,^ᄂᄋᄇ,특수문자 삽입
니애비,니애^비,특수문자 삽입
니애비,#니애비,특수문자 삽입
니애비,니애%비,특수문자 삽입
ㄴㅇㅂ,ᄂ-ᄋᄇ,특수문자 삽입
ㄴㅇㅂ,-ᄂᄋᄇ,특수문자 삽입
니애비,니%애비,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ_,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ,특수문자 삽입
니애비,니애비비비비,반복
ㄴㅇㅂ,ᄂ〇ᄇ,동형문자 변형
ㄴㅇㅂ,#ᄂᄋᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋ@ᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂ#ᄋᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋ_ᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ-,특수문자 삽입
니애비,니애_비,특수문자 삽입
니애비,니애비*,특수문자 삽입
ㄴㅇㅂ,ᄂ○ᄇ,동형문자 변형
니애비,니~애비,특수문자 삽입
ㄴㅇㅂ,ᄂ_ᄋᄇ,특수문자 삽입
니애비,니*애비,특수문자 삽입
니애비,ᄂᄋᄇ,초성화(비한글 보존)
니애비,%니애비,특수문자 삽입
니애비,니니애비,반복
니애비,니니니애비,반복
니애비,니애.비,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ*,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ~,특수문자 삽입
ㄴㅇㅂ,ᄂ.ᄋᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋ ᄇ,특수문자 삽입
ㄴㅇㅂ,%ᄂᄋᄇ,특수문자 삽입
ㄴㅇㅂ,*ᄂᄋᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄌ,자판오타
ㄴㅇㅂ,@ᄂᄋᄇ,특수문자 삽입
니애비,니애#비,특수문자 삽입
니애비,니애비-,특수문자 삽입
ㄴㅇㅂ,~ᄂᄋᄇ,특수문자 삽입
니애비,니애비%,특수문자 삽입
니애비,@니애비,특수문자 삽입
ㄴㅇㅂ,ᄂ유,자판오타
ㄴㅇㅂ,ᄂᄋ.ᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋ~ᄇ,특수문자 삽입
ㄴㅇㅂ,ᄂᄋᄇ.,특수문자 삽입
니애비,니애비~,특수문자 삽입
니좆때,#니좆때,특수문자 삽입
ㄴㅈㄸ,ᄂᄌ@ᄄ,특수문자 삽입
니좆때,니-좆때,특수문자 삽입
니좆때,니좆.때,특수문자 삽입
ㄴㅈㄸ,ᄂᄌᄌᄄ,반복
니좆때,니_좆때,특수문자 삽입
니좆때,니좆때_,특수문자 삽입
ㄴㅈㄸ,ᄂ~ᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂᄃᄄ,자판오타
니좆때,-니좆때,특수문자 삽입
니좆때,니니니좆때,반복
니좆때,니좆때때때,반복
ㄴㅈㄸ,ᄂᄇᄄ,자판오타
니좆때,ᄂᄌᄄ,초성화(비한글 보존)
니좆때,%니좆때,특수문자 삽입
ㄴㅈㄸ,.ᄂᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂᄌᄄ.,특수문자 삽입
니좆때,니좆_때,특수문자 삽입
ㄴㅈㄸ,-ᄂᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂᄌᄄ~,특수문자 삽입
ㄴㅈㄸ,~ᄂᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂ.ᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂ@ᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂᄌᄄ*,특수문자 삽입
니좆때,니좆때-,특수문자 삽입
니좆때,니좆-때,특수문자 삽입
니좆때,니좆*때,특수문자 삽입
니좆때,니좆좆때,반복
ㄴㅈㄸ,ᄂᄌ#ᄄ,특수문자 삽입
니좆때,니좆때,특수문자 삽입
니좆때,니좆^때,특수문자 삽입
ㄴㅈㄸ,ᄂᄂᄌᄄ,반복
ㄴㅈㄸ,ᄂᄌᄄ,특수문자 삽입
니좆때,니니좆때,반복
ㄴㅈㄸ,ᄂᄌ-ᄄ,특수문자 삽입
니좆때,^니좆때,특수문자 삽입
니좆때,니좆 때,특수문자 삽입
ㄴㅈㄸ,ᄂᄌ_ᄄ,특수문자 삽입
니좆때,@니좆때,특수문자 삽입
니좆때,니좆때때때때,반복
ㄴㅈㄸ,ᄂᄌᄌᄌᄄ,반복
ㄴㅈㄸ,%ᄂᄌᄄ,특수문자 삽입
ㄴㅈㄸ,@ᄂᄌᄄ,특수문자 삽입
ㄴㅈㄸ,ᄂᄌᄄ-,특수문자 삽입
니좆때,니좆때@,특수문자 삽입
니좆때,*니좆때,특수문자 삽입
니좆때,니좆때#,특수문자 삽입
니좆때,니좆때때,반복
ㄴㅈㄸ,ᄂ%ᄌᄄ,특수문자 삽입
니좆이다,.니좆이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄌᄌᄋᄃ,반복
ㄴㅈㅇㄷ,ᄂᄌᄋᄃ@,특수문자 삽입
니좆이다,니좆좆좆이다,반복
ㄴㅈㅇㄷ,ᄂ ᄌᄋᄃ,특수문자 삽입
니좆이다,%니좆이다,특수문자 삽입
ㄴㅈㅇㄷ,.ᄂᄌᄋᄃ,특수문자 삽입
니좆이다,니좆이*다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋᄃᄃᄃᄃ,반복
니좆이다,니니좆이다,반복
ㄴㅈㅇㄷ,ᄂᄌ*ᄋᄃ,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄉᄋᄃ,자판오타
니좆이다,니좆이다.,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋ ᄃ,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋ_ᄃ,특수문자 삽입
니좆이다,니좆~이다,특수문자 삽입
니좆이다,니좆이%다,특수문자 삽입
니좆이다,니좆이 다,특수문자 삽입
니좆이다,니_좆이다,특수문자 삽입
니좆이다,니좆이다,특수문자 삽입
니좆이다,니좆이다-,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌ#ᄋᄃ,특수문자 삽입
니좆이다,니#좆이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌ.ᄋᄃ,특수문자 삽입
니좆이다,@니좆이다,특수문자 삽입
니좆이다,니좆@이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋᄃ,특수문자 삽입
니좆이다,니좆이#다,특수문자 삽입
니좆이다,니좆-이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋᄃᄃᄃ,반복
ㄴㅈㅇㄷ,ᄂᄌ@ᄋᄃ,특수문자 삽입
니좆이다,니좆이-다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋᄋᄃ,반복
니좆이다,니좆이이다,반복
ㄴㅈㅇㄷ,ᄂᄌᄋᄋᄋᄃ,반복
ㄴㅈㅇㄷ,%ᄂᄌᄋᄃ,특수문자 삽입
니좆이다,니좆%이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄌᄋᄃ,반복
ㄴㅈㅇㄷ,ᄂᄌᄋᄃ#,특수문자 삽입
니좆이다,니좆이다다,반복
ㄴㅈㅇㄷ,ᄂ-ᄌᄋᄃ,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄂᄌᄋᄃ,반복
니좆이다,니@좆이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄌᄋᄃ_,특수문자 삽입
니좆이다,_니좆이다,특수문자 삽입
니좆이다,^니좆이다,특수문자 삽입
ㄴㅈㅇㄷ,ᄂᄃᄋᄃ,자판오타
ㄴㅈㅇㄷ,ᄂ%ᄌᄋᄃ,특수문자 삽입
대가리,대~가리,특수문자 삽입
대가리,대가리.,특수문자 삽입
대가리,대가@리,특수문자 삽입
대가리,대가리#,특수문자 삽입
대가리,대가_리,특수문자 삽입
ㄷㄱㄹ,%ᄃᄀᄅ,특수문자 삽입
대가리,대 가리,특수문자 삽입
ㄷㄱㄹ,*ᄃᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃ_ᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅ^,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅᄅᄅᄅ,반복
대가리,*대가리,특수문자 삽입
ㄷㄱㄹ,ᄃᄀ~ᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅ%,특수문자 삽입
대가리,대#가리,특수문자 삽입
대가리,대가*리,특수문자 삽입
대가리,대*가리,특수문자 삽입
대가리,-대가리,특수문자 삽입
대가리,.대가리,특수문자 삽입
ㄷㄱㄹ,ᄃᄃᄃᄀᄅ,반복
ㄷㄱㄹ,ᄃᄀ^ᄅ,특수문자 삽입
대가리,대가 리,특수문자 삽입
대가리,%대가리,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅᄅᄅ,반복
ㄷㄱㄹ,@ᄃᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀ.ᄅ,특수문자 삽입
ㄷㄱㄹ,~ᄃᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅ@,특수문자 삽입
대가리,대가리^,특수문자 삽입
ㄷㄱㄹ,ᄃ-ᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄀᄅ,반복
ㄷㄱㄹ,^ᄃᄀᄅ,특수문자 삽입
대가리,#대가리,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅ~,특수문자 삽입
ㄷㄱㄹ,ᄃ^ᄀᄅ,특수문자 삽입
대가리,대가^리,특수문자 삽입
대가리,대-가리,특수문자 삽입
대가리,대가리-,특수문자 삽입
대가리,대가-리,특수문자 삽입
ㄷㄱㄹ,ᄃΓᄅ,동형문자 변형
대가리,대가리리,반복
ㄷㄱㄹ,ᄃ.ᄀᄅ,특수문자 삽입
대가리,대가리*,특수문자 삽입
ㄷㄱㄹ,ᄃ#ᄀᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀ ᄅ,특수문자 삽입
ㄷㄱㄹ,ᄃᄀᄅ*,특수문자 삽입
대가리,대가리%,특수문자 삽입
대가리,대가리_,특수문자 삽입
대가리,대가리@,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ^ᄋᄂ,특수문자 삽입
더러운년,더러.운년,특수문자 삽입
더러운년,~더러운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ%ᄅᄋᄂ,특수문자 삽입
더러운년,더러*운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ.ᄂ,특수문자 삽입
더러운년,더_러운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ*ᄋᄂ,특수문자 삽입
더러운년,더러운년~,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ.,특수문자 삽입
더러운년,더러운년년년,반복
ㄷㄹㅇㄴ,ᄃᄅᄋᄂᄂ,반복
더러운년,더러운.년,특수문자 삽입
더러운년,더%러운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ*,특수문자 삽입
ㄷㄹㅇㄴ,-ᄃᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ@ᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ@,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ-ᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,*ᄃᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄃᄅᄋᄂ,반복
더러운년,더@러운년,특수문자 삽입
더러운년,*더러운년,특수문자 삽입
ㄷㄹㅇㄴ,~ᄃᄅᄋᄂ,특수문자 삽입
더러운년,더#러운년,특수문자 삽입
더러운년,더러@운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂᄂᄂᄂ,반복
더러운년,더러_운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ~ᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ~ᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄅᄋᄂ,반복
더러운년,더러운-년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄋᄂ,반복
ㄷㄹㅇㄴ,ᄃᄅ○ᄂ,동형문자 변형
더러운년,ᄃᄅᄋᄂ,초성화
더러운년,더러운 년,특수문자 삽입
더러운년,더-러운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ ᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ-ᄋᄂ,특수문자 삽입
더러운년,더러운*년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ#ᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ^ᄅᄋᄂ,특수문자 삽입
더러운년,더러운년^,특수문자 삽입
더러운년,더~러운년,특수문자 삽입
더러운년,더러~운년,특수문자 삽입
더러운년,^더러운년,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ~ᄂ,특수문자 삽입
ㄷㄹㅇㄴ,#ᄃᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ-ᄂ,특수문자 삽입
더러운놈,ᄃᄅᄋᄂ,초성화(비한글 보존)
더러운놈,더러운놈-,특수문자 삽입
더러운놈,더러-운놈,특수문자 삽입
더러운놈,.더러운놈,특수문자 삽입
ㄷㄹㅇㄴ,^ᄃᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ_,특수문자 삽입
더러운놈,더#러운놈,특수문자 삽입
더러운놈,더_러운놈,특수문자 삽입
더러운놈,더러러러운놈,반복
더러운놈,더러%운놈,특수문자 삽입
더러운놈,더러운놈놈,반복
ㄷㄹㅇㄴ,%ᄃᄅᄋᄂ,특수문자 삽입
더러운놈,더 러운놈,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄅᄅᄋᄂ,반복
더러운놈,더^러운놈,특수문자 삽입
더러운놈,^더러운놈,특수문자 삽입
더러운놈,_더러운놈,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ ᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ-,특수문자 삽입
더러운놈,더러운%놈,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋ*ᄂ,특수문자 삽입
더러운놈,더러*운놈,특수문자 삽입
더러운놈,더.러운놈,특수문자 삽입
더러운놈,*더러운놈,특수문자 삽입
더러운놈,더러운놈*,특수문자 삽입
더러운놈,더러운.놈,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ*ᄅᄋᄂ,특수문자 삽입
더러운놈,더러운놈#,특수문자 삽입
더러운놈,%더러운놈,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ#ᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃ_ᄅᄋᄂ,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅ〇ᄂ,동형문자 변형
더러운놈,더러운놈~,특수문자 삽입
더러운놈,더러운놈^,특수문자 삽입
ㄷㄹㅇㄴ,ᄃᄅᄋᄂ^,특수문자 삽입
더러운놈,-더러운놈,특수문자 삽입
뒈져,@뒈져,특수문자 삽입
ㄷㅈ,ᄃ-ᄌ,특수문자 삽입
ㄷㅈ,ᄃᄌᄌ,반복
ㄷㅈ,@ᄃᄌ,특수문자 삽입
뒈져,뒈져_,특수문자 삽입
뒈져,ᄃᄌ,초성화
뒈져,뒈%져,특수문자 삽입
뒈져,뒈져%,특수문자 삽입
뒈져,뒈 져,특수문자 삽입
ㄷㅈ,ᄃ#ᄌ,특수문자 삽입
뒈져,뒈뒈져,반복
ㄷㅈ,ᄃᄃᄌ,반복
뒈져,.뒈져,특수문자 삽입
뒈져,뒈-져,특수문자 삽입
뒈져,뒈져.,특수문자 삽입
ㄷㅈ,ᄃ*ᄌ,특수문자 삽입
뒈져,뒈뒈뒈져,반복
뒈져,뒈~져,특수문자 삽입
ㄷㅈ,-ᄃᄌ,특수문자 삽입
ㄷㅈ,ᄃᄌ^,특수문자 삽입
ㄷㅈ,ᄃᄌ#,특수문자 삽입
ㄷㅈ,ᄃᄌ,특수문자 삽입
뒈져,_뒈져,특수문자 삽입
뒈져,#뒈져,특수문자 삽입
뒈져,뒈*져,특수문자 삽입
뒈져,뒈져져져져,반복
ㄷㅈ,ᄃᄌ-,특수문자 삽입
ㄷㅈ,ᄃ_ᄌ,특수문자 삽입
ㄷㅈ,ᄃᄃᄃᄌ,반복
뒈져,*뒈져,특수문자 삽입
ㄷㅈ,ᄃᄌᄌᄌ,반복
뒈져,뒈져@,특수문자 삽입
ㄷㅈ,ᄃᄌ.,특수문자 삽입
뒈져,뒈져^,특수문자 삽입
뒈져,뒈져~,특수문자 삽입
ㄷㅈ,ᄃᄌᄌᄌᄌ,반복
ㄷㅈ,ᄃ~ᄌ,특수문자 삽입
뒈져,%뒈져,특수문자 삽입
ㄷㅈ,.ᄃᄌ,특수문자 삽입
ㄷㅈ,ᄃ%ᄌ,특수문자 삽입
ㄷㅈ,ᄃᄌ%,특수문자 삽입
ㄷㅈ,_ᄃᄌ,특수문자 삽입
ㄷㅈ,ᄃᄌ*,특수문자 삽입
ㄷㅈ,%ᄃᄌ,특수문자 삽입
뒈져,-뒈져,특수문자 삽입
뒈져,뒈^져,특수문자 삽입
뒈져,뒈@져,특수문자 삽입
뒈져,~뒈져,특수문자 삽입
또라이,또라라이,반복
또라이,또라 이,특수문자 삽입
ㄸㄹㅇ,%ᄄᄅᄋ,특수문자 삽입
또라이,또%라이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ,특수문자 삽입
또라이,또라*이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ#ᄋ,특수문자 삽입
또라이,또라#이,특수문자 삽입
ㄸㄹㅇ,ᄄ#ᄅᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ@,특수문자 삽입
ㄸㄹㅇ,.ᄄᄅᄋ,특수문자 삽입
또라이,ᄄᄅᄋ,초성화
ㄸㄹㅇ,ᄄᄅ_ᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ~ᄋ,특수문자 삽입
또라이,또*라이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ#,특수문자 삽입
또라이,또라이이이이,반복
또라이,또라^이,특수문자 삽입
ㄸㄹㅇ,ᄄ^ᄅᄋ,특수문자 삽입
ㄸㄹㅇ,_ᄄᄅᄋ,특수문자 삽입
또라이,또라이이,반복
또라이,또또라이,반복
또라이,또라~이,특수문자 삽입
또라이,또#라이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ-,특수문자 삽입
또라이,%또라이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ@ᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ^ᄋ,특수문자 삽입
또라이,또_라이,특수문자 삽입
ㄸㄹㅇ,ᄄ-ᄅᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄ.ᄅᄋ,특수문자 삽입
또라이,또라@이,특수문자 삽입
또라이,#또라이,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ○,동형문자 변형
또라이,또라이*,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ.ᄋ,특수문자 삽입
ㄸㄹㅇ,*ᄄᄅᄋ,특수문자 삽입
ㄸㄹㅇ,@ᄄᄅᄋ,특수문자 삽입
또라이,또라이@,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ*,특수문자 삽입
또라이,_또라이,특수문자 삽입
또라이,또~라이,특수문자 삽입
ㄸㄹㅇ,ᄄ%ᄅᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄅᄅᄋ,반복
또라이,또라이-,특수문자 삽입
ㄸㄹㅇ,~ᄄᄅᄋ,특수문자 삽입
ㄸㄹㅇ,ᄄᄅᄋ.,특수문자 삽입
또라이,또라라라이,반복
또라이,또라이%,특수문자 삽입
ㄸㄹㅇ,ᄄᄅ〇,동형문자 변형
ㄸㅊ,ᄄᄄᄎ,반복
똘추,똘추추추,반복
ㄸㅊ,ᄄᄎ.,특수문자 삽입
ㄸㅊ,.ᄄᄎ,특수문자 삽입
똘추,똘_추,특수문자 삽입
ㄸㅊ,ᄄᄎ,특수문자 삽입
ㄸㅊ,ᄄ_ᄎ,특수문자 삽입
ㄸㅊ,ᄄ#ᄎ,특수문자 삽입
똘추,똘#추,특수문자 삽입
똘추,-똘추,특수문자 삽입
똘추,_똘추,특수문자 삽입
똘추,ᄄᄎ,초성화
ㄸㅊ,ᄄᄎ_,특수문자 삽입
똘추,똘^추,특수문자 삽입
똘추,똘추*,특수문자 삽입
ㄸㅊ,ᄄᄎᄎ,반복
ㄸㅊ,ᄄ%ᄎ,특수문자 삽입
똘추,똘추_,특수문자 삽입
똘추,^똘추,특수문자 삽입
ㄸㅊ,ᄄ*ᄎ,특수문자 삽입
똘추,똘추%,특수문자 삽입
똘추,@똘추,특수문자 삽입
ㄸㅊ,ᄄ-ᄎ,특수문자 삽입
ㄸㅊ,ᄄᄎ^,특수문자 삽입
똘추,똘-추,특수문자 삽입
똘추,똘.추,특수문자 삽입
똘추,똘추-,특수문자 삽입
똘추,#똘추,특수문자 삽입
똘추,똘똘똘추,반복
ㄸㅊ,^ᄄᄎ,특수문자 삽입
똘추,똘~추,특수문자 삽입
ㄸㅊ,~ᄄᄎ,특수문자 삽입
똘추,똘추#,특수문자 삽입
똘추,%똘추,특수문자 삽입
ㄸㅊ,ᄄᄎᄎᄎ,반복
ㄸㅊ,ᄄᄎ~,특수문자 삽입
똘추,똘%추,특수문자 삽입
똘추,똘추.,특수문자 삽입
ㄸㅊ,@ᄄᄎ,특수문자 삽입
똘추,똘똘추,반복
ㄸㅊ,ᄄ^ᄎ,특수문자 삽입
똘추,똘추추,반복
ㄸㅊ,-ᄄᄎ,특수문자 삽입
똘추,똘@추,특수문자 삽입
똘추,똘추@,특수문자 삽입
